Team Name,Goalspg,Shotspg,yellowcardpg,redcardpg,Posseion%,PassAcc,AerialsWonpg,Shotedpg,Tacklespg,Interceptionpg,Foulspg,Offsidepg,ShotsOTpg,Dribblespg,Fouledpg,Rank
Juventus,2.026315789,15.3,1.842105263,0,55.6,85.5,12.1,9.3,16.4,14.2,12.4,2.3,5.8,10.7,14.6,1
Inter,1.894736842,16.7,1.947368421,0.131578947,54.1,82.2,13.9,10.8,20,14.4,14.3,2.1,5.5,11.4,13.4,7
Atalanta,1.631578947,14.1,2.236842105,0.0789473684,50.5,81.2,11.9,10.7,16.6,18.5,15.9,2.1,5.2,11.1,14.3,4
Lazio,1.947368421,15.6,2.368421053,0.105263158,50.7,80.8,15,11.1,20.7,14.1,14.3,2.7,5.6,10.8,11.2,5
AC Milan,1.5,14.6,2.131578947,0.315789474,52.9,82.8,14,13.8,16.9,10.6,13.7,2.5,5,10.6,13.5,6
Torino,1.868421053,15.2,2.105263158,0.105263158,50.5,81.4,12.1,14.3,16.5,15.3,15.5,2.3,4.8,9.4,12.6,9
Fiorentina,1.657894737,16.2,2.421052632,0.157894737,55.9,84.8,10.3,12.1,14.6,12.3,14.1,2.2,5.9,10.9,13.9,8
Sassuolo,1.578947368,11.6,2.368421053,0.0526315789,47.5,75.6,13.3,15.6,17.8,15.1,13.8,1.9,4.4,9.1,14,10
Sampdoria,1.289473684,13.3,1.921052632,0.131578947,51.3,80,11.2,13.2,18.3,12.3,13.5,2.1,4.4,9.7,13.1,11
Udinese,1.236842105,11.5,2.236842105,0.0526315789,44.1,78,14.4,12.5,17.3,13.8,12.7,0.9,4.1,9,13.2,13
Bologna,1.052631579,11.1,2.210526316,0.289473684,47.8,80.2,12.1,14.1,18.2,15.4,12.8,2.4,3.8,7.9,13.5,15
Chievo,1.131578947,10.7,2.157894737,0.105263158,47.4,78.5,17.9,15.2,15.9,13.8,14.8,2.6,3.4,6.4,14.1,14
Cagliari,1.447368421,11.2,2.552631579,0.210526316,44.9,75.6,14.6,17.2,17.7,14.7,14.6,2.5,4.6,6.3,13.1,12
Empoli,0.763157895,9.6,2.789473684,0.0526315789,49.3,79.4,13.4,16.1,16.1,13.4,14.3,2.4,3.3,9.9,15.8,18
Genoa,1,11.9,2.368421053,0.210526316,48.6,78.8,13.2,12.7,16.8,13.6,16.4,2.2,3.9,8,11.4,16
Crotone,0.894736842,10.7,2.289473684,0.105263158,40.4,67.2,14.2,15.1,18.3,15.8,15.4,2.9,3.4,5.7,12.2,17
Palermo FC,0.868421053,10.2,2.473684211,0.236842105,46.9,77.9,14,14.5,16.6,16.1,14.9,2.2,3.1,7.6,13.8,19
Pescara,0.921052632,11.7,2.394736842,0.131578947,47.2,79.1,9.8,15.8,17.4,13.6,14.5,3,3.8,9.4,13.8,20
Juventus,1.947368421,15.8,2.368421053,0.157894737,54.9,85.3,12.9,8.9,15.9,15.9,15.1,2.8,5.7,14.3,15.4,1
Napoli,2.078947368,17.3,1.815789474,0.0526315789,59.3,85.8,12.9,9,18,12.5,11.6,2.9,6.4,9,12.5,2
Roma,2.210526316,15.3,2.078947368,0.131578947,55.7,83,15.6,11.3,14.5,15,14,2.1,5.7,9.1,12.1,3
Fiorentina,1.552631579,15.1,2.447368421,0.0789473684,59,85.7,10.8,9.1,17.3,16.9,14.1,1.8,4.8,10.9,16,5
AC Milan,1.289473684,14.4,2.421052632,0.0789473684,52.1,79.8,14.2,11.9,18.5,19.6,15.4,2.9,4.6,9.6,15.5,7
Genoa,1.236842105,12.3,2.131578947,0.236842105,50,77.6,16.4,13.5,18.6,20.3,16.7,2.1,3.9,11.6,14.7,11
Inter,1.315789474,13.6,2.342105263,0.315789474,53.4,82.4,14.1,12.3,18.2,14.4,13.2,2.2,4.4,11.6,13.2,4
Sassuolo,1.289473684,12.8,2.368421053,0.157894737,50.9,77.7,14.6,12.4,17.1,20.1,15,2,4,8.1,16.8,6
Lazio,1.368421053,13.6,2.5,0.263157895,53.3,80,14.4,11.2,17.8,22.3,15.7,2.3,3.9,10.1,12.7,8
Chievo,1.184210526,11.2,2.710526316,0.105263158,46.4,75.7,16.1,15.6,17.5,20.5,16.6,3.1,3.4,5.2,14.2,9
Atalanta,1.026315789,11.9,2.526315789,0.368421053,48.6,76.1,15,12.3,20.8,21.2,16.8,1.8,3.6,7.5,15.5,13
Torino,1.342105263,12.4,2.5,0.0789473684,48.4,81.2,11.2,11.7,17.6,17.8,17.2,2.4,4.6,10.3,13.2,12
Empoli,1.052631579,12.6,2.421052632,0.157894737,52.4,82.1,10.4,14,15.6,18.2,13.3,2.1,3.9,11,18.2,10
Bologna,0.868421053,10.1,2.315789474,0.184210526,47,77.8,14.4,12.3,18.9,21.9,14.1,2.4,3,8.1,13.5,14
Sampdoria,1.263157895,11.4,2.684210526,0.184210526,49.6,79.4,9.9,15.8,17.1,14.7,14.6,2.7,4.1,9.6,14.6,15
Carpi,0.868421053,11.3,2.763157895,0.157894737,41.3,69.2,13.9,13.3,21.5,20.6,16.7,2.2,3.5,8.1,14.4,18
Udinese,0.894736842,11.7,2.552631579,0.184210526,45.3,74.9,17.4,13.7,16.4,20,15.1,2.4,3.8,8.6,14.1,17
Palermo FC,1.052631579,10.8,2.5,0.157894737,44.4,76.1,13.1,16.1,18.2,16.8,16.3,2.5,3.2,9.3,14.6,16
Verona,0.921052632,11.9,2.342105263,0.184210526,45.7,74.9,14.4,13.7,18.1,15.3,16.1,2.1,3.8,7.4,14.5,20
Frosinone,0.921052632,12.8,2.842105263,0.131578947,42.4,68.9,15.2,20.4,17.2,16.6,16.6,2.7,3.3,7.2,14.9,19
Juventus,1.894736842,15.8,1.921052632,0.131578947,55.7,84.8,12.8,10.6,17.5,14.6,13.8,2.7,5.3,10.7,13.2,1
Lazio,1.868421053,14.5,2.736842105,0.236842105,52.7,80.2,15.7,9.7,21.1,19.8,17.8,2.5,5.6,9.9,12,3
Inter,1.552631579,16.2,2.5,0.131578947,57.8,84.8,15.8,12,18.9,16.6,14.7,2.4,4.8,11.4,12.8,8
Roma,1.421052632,13.8,2.710526316,0.131578947,57.5,85,11.6,10.3,16.7,17.6,13.7,2.3,4.6,11.1,13.4,2
Fiorentina,1.657894737,16.2,2.157894737,0.0789473684,55.9,84.3,14,12.1,17.4,16.5,14.2,2.6,5.3,10.1,14.6,4
Napoli,1.842105263,16.4,2.052631579,0.157894737,54.1,83.1,13.9,10.1,19.6,16.9,13.8,2.8,6.2,8,12.7,5
Genoa,1.631578947,12.9,2.710526316,0.157894737,51.2,78.5,12.5,13.1,17.8,15.6,16.7,2.3,4.6,10.4,16.4,6
Sampdoria,1.263157895,13.2,2.552631579,0.0789473684,49,80,12.8,13.7,16.6,14.7,16.2,2.8,4.1,9.1,15.8,7
Torino,1.315789474,14.4,2.552631579,0.131578947,48.8,81.8,12.7,13.8,17.5,16.2,14.3,2.5,4.4,8.9,13.9,9
Palermo FC,1.394736842,12.6,2.210526316,0.105263158,49,78.6,14.4,13,19.7,13.7,15.3,1.9,4,10.6,14.4,11
AC Milan,1.473684211,11.8,2.131578947,0.342105263,51.2,81.7,12,14.6,17.2,17.9,14.2,2.6,3.9,7.7,16.2,10
Sassuolo,1.289473684,11.8,2.657894737,0.236842105,47.2,77,14.7,13.2,16.6,19.3,15.4,1.7,4,6.9,17.6,12
Chievo,0.736842105,12.1,2.157894737,0.0789473684,43.6,72.5,15.9,15.2,19.1,17.5,16.4,3.4,3.6,6.8,15.2,14
Cagliari,1.263157895,13,2.868421053,0.157894737,49.1,79.7,12.8,13.1,18,15.4,15.7,2.2,4.7,11.7,16.3,18
Empoli,1.210526316,13.6,1.526315789,0.105263158,51.4,80.2,13.6,13.7,17.2,9.8,12.9,1.7,4.4,11.2,16.1,15
Verona,1.394736842,12.1,2.552631579,0.184210526,44,78.4,14.4,16.4,17.5,14.9,13.8,2.4,4.1,6.3,13.4,13
Udinese,1.131578947,11.2,2.394736842,0.157894737,45.2,75.3,15.9,15.4,18.1,13.2,14,2.4,3.2,7.3,13.3,16
Atalanta,1,12.1,2.710526316,0.236842105,46.2,75.7,15.8,15,17,15.9,16.6,1.8,3.4,6.7,15.9,17
Cesena,0.947368421,9.5,2.684210526,0.105263158,45.2,74.9,17.4,15.3,19.5,14.8,16.6,1.7,3,6.1,14.7,19
Parma Calcio 1913,0.868421053,11,2.631578947,0.210526316,45.2,77.7,11.2,13.9,16.4,16,17.4,2.1,2.9,7.1,12.7,20
Roma,1.842105263,15.6,2.131578947,0.131578947,57,86.1,13,10.8,20.1,16.4,12.8,2.2,5.7,10.2,12.9,2
Juventus,2.131578947,15.8,1.815789474,0.0526315789,54.4,85.9,15.3,10,19.4,12.6,14.9,2.7,5.9,9.3,12.6,1
Inter,1.631578947,14.5,1.868421053,0.0789473684,53.6,83.4,15.9,11.5,22.4,13.2,13.2,1.9,4.9,13,12.5,5
Napoli,2.026315789,15.2,1.921052632,0.105263158,53.4,83.8,13.6,12.1,20.5,15.5,12.4,1.9,5.9,8.3,13.1,3
Fiorentina,1.710526316,15.2,2.289473684,0.105263158,56.5,85.5,15.7,12.5,18.4,14.8,12.2,1.5,4.6,11.1,16.2,4
Parma Calcio 1913,1.473684211,13.1,2.657894737,0.210526316,50.6,81.4,16.4,12.2,22.1,14.5,16.2,2,4.3,8.1,13.2,6
AC Milan,1.5,16.2,2.263157895,0.184210526,54.9,83.9,14.8,12.2,18.8,12.9,15,1.8,5.3,10.1,13.7,7
Lazio,1.421052632,14.2,2.078947368,0.236842105,49.5,80.1,16.7,12.2,21,16.4,15.8,1.9,4.8,10.4,12.1,9
Torino,1.5,13.1,2.421052632,0.0526315789,49.1,83.7,11.8,14.1,20.9,13.3,12.8,3.4,4.6,8.4,13.6,8
Udinese,1.236842105,12.8,2.131578947,0.0526315789,49.8,78.2,17.9,14.3,21.2,19,13.6,2.4,4.2,11.4,13.1,13
Verona,1.631578947,12,1.763157895,0.131578947,46.2,79.5,17.3,17.7,20.2,14.3,13.2,1.9,4.3,9.2,13.3,10
Atalanta,1.131578947,11.8,2.157894737,0.157894737,48.5,78.6,19.7,16.2,21,13,13.8,2.4,4,6.9,14.2,11
Sampdoria,1.263157895,13.8,2.578947368,0.263157895,48.4,79.3,17.9,13.3,20.8,16.3,17.4,2,4.6,9.1,15,12
Genoa,1.078947368,9.9,2.5,0.131578947,48.3,78.1,17.5,15.9,19.5,15.9,15.9,2.4,3.5,7.1,15.4,14
Bologna,0.736842105,13.1,2.631578947,0.131578947,46.6,76.5,20.2,12.6,20.6,16.4,15.7,2.3,4.2,8.2,15.2,19
Catania,0.947368421,12.8,2.368421053,0.210526316,46.3,77.1,15.7,15.8,23,16.7,16.9,2.3,3.8,9.6,15.2,18
Cagliari,0.921052632,12.4,2.605263158,0.210526316,50.3,80.6,17.6,13.1,17.6,15.5,15.3,1.4,3.5,6.8,14.3,15
Sassuolo,1.131578947,13,2.578947368,0.131578947,47.3,76.8,18.6,13.5,19.5,16.9,16.7,1.6,4.2,7.6,16.2,17
Chievo,0.894736842,10.8,2.684210526,0.105263158,44.5,75.7,17.4,13.4,19.6,16.1,16.6,2.6,3.5,7.9,13.4,16
Livorno,1.026315789,12.8,2.842105263,0.131578947,44.8,76.5,16.3,14.7,22.4,14,15.1,1.9,3.7,10.1,16.3,20
Juventus,1.868421053,18.4,2.026315789,0.0263157895,55.4,85.8,12.6,10,24.7,15,12.9,3.7,6.8,11.4,14.2,1
Napoli,1.921052632,15.2,2.368421053,0.0263157895,53.4,83,15.5,12.8,23.6,14.3,13.7,2.2,5.9,10.6,15.4,2
Fiorentina,1.894736842,16.3,2.394736842,0.0789473684,55,84.9,14.2,10.5,20.4,15.6,13.7,2.4,5.4,12.4,16.6,4
AC Milan,1.763157895,16.7,2.394736842,0.210526316,55.7,85.5,15.6,10.3,23.1,13.3,14.2,2.4,6.2,11.1,14.4,3
Roma,1.789473684,16.7,2.263157895,0.210526316,53.4,83.2,13,13.2,21.3,16.1,13.7,2.2,5.8,10.8,15.6,7
Udinese,1.552631579,11.8,2.157894737,0.157894737,48.5,76.7,15.4,13.8,23.4,16.1,14.8,3.4,4.1,10.6,15.4,5
Inter,1.447368421,14.5,2.184210526,0.105263158,51.8,83.9,15.1,13.5,24.2,14.4,13,2.5,4.9,12.6,12.7,9
Lazio,1.342105263,13.6,2.078947368,0.210526316,50.4,80.9,19.6,12,23.4,15.6,16.1,2.2,4.6,10,13.1,6
Parma Calcio 1913,1.184210526,14.2,2.789473684,0.0789473684,50.2,80.9,16.5,11.8,23.8,16.3,17.5,2.2,4.6,11.2,11.9,10
Catania,1.315789474,12.5,2.394736842,0.210526316,47.4,78.3,15.8,14.4,23.8,15.5,17.6,2.5,3.9,9.6,15.4,8
Bologna,1.210526316,13.3,2.763157895,0.105263158,49,78.5,16.1,13.6,24,16.2,17.4,2.9,3.9,7.8,16.7,13
Cagliari,1.131578947,12.5,2.868421053,0.236842105,50.4,80.6,18.9,14.4,22,15.4,18,2.5,3.9,9,15.4,11
Genoa,1,12,2.605263158,0.105263158,47.4,76.9,19.2,13.4,25.3,15.1,16.1,2.5,4.3,8,14.2,17
Torino,1.210526316,11.3,2.105263158,0.157894737,49.6,82.3,16.7,12.8,23.7,13.6,14.6,2.7,3.8,8.1,14.2,16
Sampdoria,1.131578947,11.2,2.289473684,0.263157895,47.2,79,15,13.9,21.2,16.1,14.1,1.5,3.6,8.2,16.7,14
Chievo,1.026315789,10,2.552631579,0.105263158,46.9,78.2,18,13.4,22.6,15.8,16.6,2.7,3,7.8,12.9,12
Palermo FC,0.894736842,13.5,2.368421053,0.210526316,50.2,80.9,15.9,13.8,25.3,16,15.1,2.6,4.3,8.1,13.5,18
Atalanta,1.026315789,11,2.894736842,0.342105263,47.7,77.9,19,15.1,24,14.4,15.4,2.7,3.4,5.8,14.8,15
Robur Siena,0.921052632,9.1,2.473684211,0.157894737,44.4,77.2,14.7,14,22.2,15.6,15.2,2.4,2.8,5.8,12.8,19
Pescara,0.710526316,10.6,2.605263158,0.236842105,46,79.8,14.4,17.7,22.9,14.7,16.1,1.6,3.1,8.5,13.4,20
Juventus,1.789473684,19.2,1.815789474,0.105263158,58.1,85.4,10.1,9.3,23.4,17.5,12.4,3.2,6.9,8.3,14.8,1
AC Milan,1.894736842,15.8,2,0.105263158,57,84.2,10.4,12.2,21.4,17.4,14.2,3.3,5.9,8.7,11.9,2
Udinese,1.368421053,13.8,2.157894737,0.105263158,50.5,78.5,11.7,14.1,23,15.8,15.3,4.3,4.6,7.6,14,3
Napoli,1.736842105,13.8,2.026315789,0.131578947,52.6,80.3,9.8,11.9,22.9,20.4,12.4,2.3,4.8,9.1,15.6,5
Inter,1.5,15.8,1.605263158,0.105263158,52.9,82.7,9.8,11.4,23.1,20.1,12.7,2.4,5.1,9.3,13.7,6
Lazio,1.473684211,13.2,1.973684211,0.236842105,49.3,79.3,12,12.3,21.7,19.3,16.2,2.2,4.7,8.5,14.2,4
Parma Calcio 1913,1.421052632,13.7,2.105263158,0.0526315789,47.9,76.8,12.4,12.4,24.1,20.6,16.2,3,3.9,9.7,13.5,8
Roma,1.578947368,16.3,2.078947368,0.263157895,57.5,84.6,9.5,13.3,19.7,18.7,12.8,2.5,5.3,9,14.4,7
Bologna,1.078947368,11.8,2.578947368,0.105263158,47.3,75.1,11,13.9,23.3,20.7,16.8,3.8,4.1,9.1,17.7,9
Fiorentina,0.973684211,13.4,2.421052632,0.0789473684,48.9,78.2,12.4,12.1,21.8,18.2,15.7,2.7,4.1,8,13.9,13
Cagliari,0.973684211,12.7,2.078947368,0.0526315789,50.2,79.8,12.8,11.3,22.6,20.5,16.2,2.5,3.7,8.2,16,15
Catania,1.236842105,14.5,2.026315789,0.157894737,48.3,78.9,10.7,14,22.1,19.1,15.5,2.1,4.6,8.5,15.8,11
Chievo,0.921052632,11.5,2.157894737,0.0526315789,47.4,73.3,14.2,13.2,23.7,21.8,17.2,3.7,3.5,6.5,13.6,10
Lecce,1.052631579,11.4,2.763157895,0.236842105,48.7,80,10.9,14.4,21.6,16.9,16.6,2.7,3.6,10.2,13.9,18
Atalanta,1.078947368,10.9,2.552631579,0.105263158,49.4,78.5,11.7,13.5,22.5,17.8,15.7,2.4,3.7,5.6,15.8,12
Robur Siena,1.184210526,10.3,2.5,0.0526315789,46.1,77.5,11.5,13,23.5,20.9,16.3,3.7,3.5,5.6,13.8,14
Genoa,1.315789474,11.5,2.289473684,0.289473684,48.2,76.2,12.2,16,24.1,20.7,15.4,3.1,4.3,7,14,17
Palermo FC,1.368421053,13.1,2.210526316,0.157894737,47.7,77.6,11.3,15.7,22.3,18.7,15.6,2.5,4.7,6.8,13.6,16
Novara,0.921052632,12.4,2.026315789,0.157894737,46.7,75.8,14,17,20.6,19.2,15.8,3.4,3.7,5.1,15.7,19
Cesena,0.631578947,12.1,2.526315789,0.263157895,45.4,77.7,13.4,15.9,22,21.4,16.4,2.1,3.3,6.9,13.6,20
AC Milan,1.684210526,15.5,1.657894737,0.131578947,56.9,83.9,8,11.4,21.8,15.8,14.5,4.2,5.8,7.2,13.7,1
Inter,1.789473684,17.3,1.473684211,0.0789473684,55.7,85.2,6.7,14.3,18.8,18.8,11.6,2.4,5.9,10.1,13.8,2
Udinese,1.710526316,14.7,1.894736842,0.184210526,49.6,78.6,9.7,13.6,20.8,17.7,15.3,4.6,5.2,7.1,16.7,4
Napoli,1.552631579,13.7,2.447368421,0.131578947,52.8,79.5,10.1,11.9,21.7,18.4,15.4,2.4,5,6.8,14.7,3
Chievo,1,13.4,2.421052632,0.105263158,48.1,74.7,12.3,14.2,20.4,21.2,17.6,3.1,4.2,5.2,12.9,11
Roma,1.526315789,15.8,2.157894737,0.236842105,52,81.5,9.2,14.4,20.6,17.9,14.6,2.3,4.8,7.4,15.9,6
Juventus,1.473684211,15.1,1.894736842,0.131578947,50.1,79.3,11.5,12.9,21,17.2,15.6,3.3,4.8,7.4,14.6,7
Lazio,1.447368421,14.8,1.815789474,0.184210526,51.8,81.7,7.8,13.5,21,15.1,14.3,2,5,7.8,15,5
Palermo FC,1.526315789,16.1,2.052631579,0.0789473684,50.4,79.5,9.4,15.3,20.7,17.9,13.6,3.1,5.4,6.9,12.6,8
Genoa,1.184210526,14.2,1.710526316,0.131578947,50.2,78.1,10.3,13.2,23.1,14.8,15.8,3,4.1,5.9,14,10
Cagliari,1.184210526,12.8,2,0,49.4,75.2,10.8,12.5,23.4,19.2,16.6,3.1,3.9,5.6,15.7,14
Parma Calcio 1913,1.105263158,12.4,2.236842105,0.184210526,49.3,78.3,8.1,14.6,20.7,15.7,17.2,3.8,3.9,6.7,15.7,12
Fiorentina,1.289473684,14.3,1.842105263,0.131578947,49.3,79.6,8.5,14.5,19.6,13.1,15.1,3.2,4.7,6,14.8,9
Brescia,0.894736842,13.1,2.473684211,0.131578947,46.6,79.3,7.5,15.8,19.2,16.9,17.2,2.6,4.2,7.6,15,19
Cesena,1.026315789,12.2,2.078947368,0.210526316,46.8,76.7,9.7,15.7,22.1,17.9,15.3,2.8,3.6,5.8,13.9,15
Lecce,1.210526316,12.3,2.131578947,0.236842105,44.8,72.6,10.5,14.2,23.6,18.3,18.2,2.6,4.4,6.1,11.5,17
Catania,1,13.7,1.815789474,0.184210526,46.9,76.8,8.1,11.4,21.1,15.8,16.6,2.2,3.8,6,17,13
Sampdoria,0.868421053,12,2,0.131578947,48.2,76,8.3,13.3,19.9,18.3,14.2,2.5,3.6,5.4,18.6,18
Bologna,1,11.6,2.210526316,0.105263158,50.1,77.8,8.4,14.3,21.3,17.7,16.3,2.8,3.5,5.3,16.2,16
Bari,0.736842105,11.1,1.894736842,0.184210526,51,80.4,9.1,15.2,18.4,18.2,14.8,3,3.4,7,12.8,20
Inter,1.973684211,16.5,2.368421053,0.184210526,54.5,82.9,6.7,12.6,21.8,19.7,16.7,2.7,5.5,9.5,15.8,1
Roma,1.789473684,16.2,2.368421053,0.0789473684,50.5,79.7,8.7,12.5,21.4,20.9,15.8,2.4,5.2,8.9,19.3,2
AC Milan,1.578947368,13.6,1.868421053,0.210526316,57.2,84.8,7.9,13.5,19.6,19.2,15.3,2.8,4.8,8.3,16.2,3
Napoli,1.315789474,14.7,2.631578947,0.157894737,51.6,77.7,8.9,11.4,21.5,19.4,18.1,2.9,5.1,6.5,17.3,6
Udinese,1.421052632,15,2.447368421,0.0789473684,51.3,78.5,8.5,14.5,21,19.9,17.2,3.7,5.5,7.6,16.7,15
Palermo FC,1.552631579,14.9,2.473684211,0.0789473684,49,77.2,8.6,16.9,19.5,16.6,15.8,3.7,5.4,6.8,15.4,5
Cagliari,1.473684211,10.9,2.157894737,0.184210526,48,74.1,12.3,14.5,23.2,17.9,16.9,2.8,3.9,6.4,16.3,16
Genoa,1.5,11.1,2.605263158,0.210526316,51.5,78.3,10,13.4,24.8,19.3,20,2.4,4,6.7,16.1,9
Bari,1.289473684,11.1,1.657894737,0.105263158,50.2,80.8,7.3,15.2,21.2,17.5,16.6,3.7,4,8.2,16.3,10
Lazio,1.026315789,15.7,2.631578947,0.157894737,49.4,77.6,8,12.7,19.1,19.4,18.5,2.1,4.9,9.6,19.6,12
Parma Calcio 1913,1.210526316,12.3,2.394736842,0.184210526,49,72.8,8.6,14,23.6,20.8,19.1,2.7,4.3,6.7,16.9,8
Sampdoria,1.289473684,11.6,2.210526316,0.210526316,48.7,75.4,8.4,12.3,19.4,19.6,15.9,1.8,4.2,4.3,21.9,4
Juventus,1.447368421,15.3,2.5,0.157894737,53,79.4,9.4,11.1,19.6,18.4,18.9,4.4,5.1,7.3,16.9,7
Chievo,0.973684211,12,2.631578947,0.131578947,45,71.8,10.4,13.3,22.3,23.9,20.4,4.2,4.2,4,15.8,14
Catania,1.157894737,11.6,2.526315789,0.184210526,46.6,73.7,9.5,13.8,21.3,20.6,20.4,3.3,3.6,6.2,16.9,13
Fiorentina,1.263157895,16.6,2.131578947,0.157894737,50.8,75.7,8.5,11.3,20.4,16.7,18.3,3.4,5.6,5,14.6,11
Bologna,1.105263158,10,1.894736842,0.0789473684,46.1,75,9.1,16.1,18.9,20.4,18.6,3.4,3.2,5.3,15.7,17
Atalanta,0.973684211,13.9,2.894736842,0.184210526,51.8,77.7,9.5,12.9,18.1,18.3,16.4,3.2,4.1,5.8,17.5,18
Robur Siena,1.052631579,13.2,2.631578947,0.131578947,48.5,76,9.5,13.4,16.6,19,18.6,2.8,4.3,6.9,16.3,19
Livorno,0.710526316,13,2.315789474,0.210526316,47.4,77.5,8,13.8,20.4,19,17.1,3,4.1,5.4,17.1,20
Bayern Munich,2.911764706,17.1,1.294117647,0.0882352941,58.1,85.5,12.9,10.1,15,11.7,9.3,2.2,6.9,12.9,11,1
Borussia Dortmund,2.205882353,14.6,1.264705882,0.0294117647,57.5,85.5,12.8,11.1,15.2,12.1,10.6,2,5.7,11.8,11,3
Wolfsburg,1.794117647,14.1,1.647058824,0.0882352941,51,78,16.9,10.5,17.5,14,13,2.3,4.9,8.7,11.1,4
RB Leipzig,1.764705882,16,1.676470588,0,57.3,83.2,18.6,7.8,13.5,10.4,12.8,2.4,6,9.3,11.9,2
Bayer Leverkusen,1.558823529,13,1.705882353,0,57.3,84.4,13.1,10.2,14.7,9.5,12.7,2.1,4.9,12.5,9.9,6
Eintracht Frankfurt,2.029411765,13.2,2.352941176,0.0294117647,24.8,79.6,17.9,12.8,17.5,12.6,13.5,2,5.1,8.1,10.8,5
Borussia M.Gladbach,1.882352941,13.4,1.794117647,0.0588235294,51.5,82,15.3,13.4,14.8,12.8,11.6,2.4,5.2,9.4,12.1,8
VfB Stuttgart,1.647058824,13.4,1.852941176,0.0588235294,27.4,81.1,16.3,13.4,14.6,12.5,12.4,1.6,4.7,12.1,12.8,9
Hoffenheim,1.529411765,12.6,1.911764706,0.117647059,50.8,80.7,15.7,11.2,14.9,12.7,13,1.4,4.6,8.2,12,11
Union Berlin,1.470588235,11.7,1.617647059,0.0588235294,20.9,76.2,17.6,10.8,14.8,11.9,12.8,2.5,4.2,6.1,11,7
Freiburg,1.529411765,11.4,1.852941176,0,47.5,78.1,17.5,14.8,12.7,13.3,12.9,1.6,4.4,6.8,11.8,10
Hertha Berlin,1.205882353,11.3,1.852941176,0.0882352941,49.8,79.5,15.8,12.6,14.3,12.3,13.8,2.3,4.4,9.7,12.6,14
Mainz 05,1.147058824,11.1,1.794117647,0.0294117647,42.7,71.3,18.3,13.3,17.4,14.7,14.7,1.7,4.1,7.9,11.1,12
Augsburg,1.058823529,9.9,1.911764706,0.117647059,44,73.6,16.8,14.4,15,13.4,11.6,2,3.3,8.3,11.9,13
Arminia Bielefeld,0.764705882,9.8,1.529411765,0.0294117647,44.1,74.6,22.2,13.2,16.2,12.3,11.5,1.4,3,6.9,12.3,15
Werder Bremen,1.058823529,10.6,1.852941176,0.0882352941,18.4,76.2,18.3,13.5,15.9,12,11.6,2,3.7,5.5,13.7,17
FC Koln,1,10.6,1.823529412,0.0294117647,47.1,77.3,18.5,12.3,17.2,12.6,12.4,1.7,3.2,7,12.6,16
Schalke 04,0.735294118,8.9,2.058823529,0.0588235294,46.2,76.5,15.6,17.3,16.2,12.1,12.2,2,2.5,9.8,11.9,18
Bayern Munich,2.941176471,18.1,1.470588235,0.0882352941,61.5,86.9,14.4,9.3,14.7,10,9.5,2.3,7.5,14.1,10.4,1
Borussia Dortmund,2.470588235,13.1,1.382352941,0.0294117647,58.5,86.9,11,10.4,15.6,11,9,1.6,5.7,13.8,9.6,2
RB Leipzig,2.382352941,16.2,1.382352941,0.0882352941,54.1,82.6,15.5,10.3,18.1,10.7,11,2.3,6.4,11.4,10.9,3
Borussia M.Gladbach,1.941176471,14.1,2.088235294,0.0882352941,51.7,81.8,16.7,13.7,16.2,11.2,12.5,2.7,5.9,11.4,13.1,4
Bayer Leverkusen,1.794117647,14.5,1.617647059,0.176470588,60.1,85.1,15.6,11.1,16.4,9.8,11.6,2.7,5.5,13.2,10.9,5
Eintracht Frankfurt,1.735294118,14.8,2,0.117647059,50,76.5,20.9,13,17.5,11,12.5,1.7,5.1,9.6,10.8,9
Wolfsburg,1.411764706,14,1.970588235,0.117647059,48.6,76,19.3,11.2,17.6,11.1,14.4,2.1,4.7,10.4,11.7,7
Hoffenheim,1.558823529,13.3,1.882352941,0.0588235294,51.5,81.7,17.2,14.7,15.6,10.3,11.3,1.8,4.8,8.9,12.2,6
Freiburg,1.411764706,13.2,1.205882353,0.0588235294,48.3,78.4,19.3,17.8,12.7,10.4,9.7,1.6,4.4,7.3,12.9,8
Hertha Berlin,1.411764706,10.6,2.176470588,0.117647059,46.5,77.5,18.6,14.2,16.3,12.1,13.7,1.7,3.6,10.4,10.3,10
FC Koln,1.5,12.3,2.264705882,0.117647059,47.4,76.3,21.5,13.3,17.9,12.8,14.3,2.2,4.5,8,12.8,14
Union Berlin,1.205882353,11.8,1.911764706,0.147058824,43.8,70.5,27.2,14.5,16.2,12.4,15.4,1.9,4,7.6,11,11
Schalke 04,1.117647059,11.3,1.852941176,0.0588235294,49.6,77.7,19,13.7,17.3,12,11.8,2.4,3.8,12.4,11.2,12
Mainz 05,1.294117647,13.3,2.088235294,0.0882352941,44.8,75.3,18.4,14.9,16.9,10.7,13.6,2.1,4.2,11.1,11.8,13
Werder Bremen,1.235294118,12.5,2.117647059,0.117647059,48.9,78.6,17.8,14.7,16.2,12.4,13.6,1.6,4.1,7.6,13.2,16
Augsburg,1.323529412,10.7,1.882352941,0.0588235294,41.3,69.8,16.8,14,15.7,12.8,11.1,2.4,4,6.9,11.3,15
Paderborn,1.088235294,12.7,2.352941176,0.0882352941,46.9,77.8,14.1,14.6,18.6,10.7,12.5,1.8,3.8,11.2,10.5,18
