Team Name,Goalspg,Shotspg,yellowcardpg,redcardpg,Posseion%,PassAcc,AerialsWonpg,Shotedpg,Tacklespg,Interceptionpg,Foulspg,Offsidepg,ShotsOTpg,Dribblespg,Fouledpg,Rank
Manchester United,2.342105263,17,1.342105263,0.0263157895,55.9,84.8,8.3,13.3,21.1,15.1,10.2,2.3,6.4,8.7,10.2,2
Manchester City,2.447368421,19.4,1.342105263,0.131578947,56.6,85.4,9,10.4,18.3,16.6,11.3,2.2,6.6,8.6,9.8,1
Tottenham,1.736842105,18.4,1.131578947,0.0789473684,55.5,84.2,11,12.2,19.3,18.8,9.9,2.4,6.1,8.6,10.2,4
Arsenal,2.078947368,16.8,1.684210526,0.105263158,57.7,84.1,10.6,10.3,19.7,15.9,10.7,2.3,6.2,9.8,10.8,3
Chelsea,1.684210526,17.7,1.947368421,0.105263158,54.2,84.5,8.3,11.8,18.4,16.7,11.3,1.8,5.9,7.5,11,6
Fulham,1.263157895,14.2,1.421052632,0,49.3,81.4,9.5,15.4,17.6,16.9,9.9,2.2,5.1,6.4,11.1,9
Liverpool,1.184210526,17.6,1.394736842,0.131578947,53.6,80.7,12.9,11.1,19.1,13.3,10.6,3.4,5.4,7.5,10.1,8
Sunderland,1.184210526,12.1,1.552631579,0.105263158,45.6,73.6,10.8,16.2,21.7,17.2,10.8,2,3.7,5.4,10.1,13
Swansea,1.157894737,12.4,1.052631579,0.0526315789,56.2,85.1,5.9,15.7,18.6,15.3,8.4,1.8,3.8,8,11.4,11
Newcastle United,1.342105263,12.9,1.763157895,0.0526315789,47.9,76,10.9,14.3,19.6,16.3,10.8,2.6,4.1,6.3,11.4,5
Aston Villa,0.973684211,11.5,1.842105263,0.0526315789,45.7,72.2,13.5,15.2,20.4,19.5,10.9,2.2,3.6,5.6,9.4,16
Everton,1.342105263,13.7,1.578947368,0.0526315789,48.4,76.7,11.8,12.4,16.4,16.3,12.7,3.1,4.3,4.4,10.6,7
West Bromwich Albion,1.236842105,14.3,1.236842105,0.0263157895,46.7,76.2,10.8,15.5,18,14.6,11.1,3.4,4.4,6.3,9.4,10
Queens Park Rangers,1.131578947,14.2,1.421052632,0.236842105,46.6,73.8,11,16.5,20.1,14.4,10.8,2.2,3.9,5.9,11.7,17
Bolton,1.210526316,13,1.315789474,0.131578947,47.5,71.1,12.8,17.3,19.2,18.6,12.2,1.4,4.3,6.1,9.3,18
Norwich,1.368421053,13.5,1.526315789,0.0789473684,47.4,75.4,10.5,16.2,18.2,12.3,10.7,1.9,4.3,3,8.7,12
Wigan,1.105263158,13.7,1.763157895,0.0789473684,49.9,79.9,7.9,14.7,19.2,15.2,12.8,1.9,4.3,7.6,11.1,15
Stoke,1,9.9,1.578947368,0.0526315789,43.3,69.1,15.3,14.2,17.2,12.1,11.9,1.6,2.5,3.7,10.4,14
Blackburn,1.263157895,11.9,1.736842105,0.131578947,43.8,71.2,9.4,16.2,18.2,18.9,12.1,1.6,3.8,6.2,9.6,19
Wolverhampton Wanderers,1.105263158,12.4,1.684210526,0.105263158,48.2,75.6,10.6,17.6,16.2,15.7,9.9,2.2,4,4.3,10.3,20
Chelsea,1.815789474,19.6,1.552631579,0.0263157895,56,83,12.7,11.6,20.2,16.2,11.6,3,6.4,10.1,11.3,2
Manchester United,2.052631579,16.3,1.473684211,0.0789473684,54.6,80.8,12.6,12.1,18.2,17,11.1,2.7,5.6,8.2,10.2,1
Arsenal,1.894736842,17.2,1.710526316,0.157894737,57.7,83.4,13.7,10.6,20.3,18.7,11.9,2.4,6.3,10.5,11.1,4
Tottenham,1.447368421,17.3,1.342105263,0.0526315789,53.4,79.6,16.2,14.9,19.8,17.4,10.5,1.6,5,9.9,13,5
Manchester City,1.526315789,14.4,1.868421053,0.131578947,52.5,81.5,12.2,13.5,21.7,16.6,12.8,2.7,4.7,9.1,11.1,3
Liverpool,1.605263158,15.3,1.657894737,0.0526315789,51.5,76.6,13.9,12.9,23.9,15.6,12.1,2.3,5.4,7.6,11.4,6
Fulham,1.289473684,14.4,1.368421053,0.0263157895,50.2,75.5,16,14,21,17.6,12.8,2.6,4.5,5.4,12,8
Bolton,1.368421053,15,1.763157895,0.131578947,47.4,66.6,20.9,15.8,24.7,16.5,13.5,1.5,4.6,5.9,11,14
Sunderland,1.184210526,14,1.5,0.131578947,48.8,71,17.8,14.4,21.6,18.3,11.6,2.6,4.1,6.6,10.9,10
Aston Villa,1.263157895,13.3,1.868421053,0.0526315789,49.1,73.4,16.5,15.8,22.2,17.6,12.3,2.4,4.3,5.9,11.9,9
Everton,1.342105263,15.3,1.447368421,0.131578947,49.9,75.5,14.4,13.3,20.2,12.4,13.1,2.1,4.8,7,13.9,7
Wigan,1.052631579,13.4,1.763157895,0.105263158,50.6,74.8,12.5,13.3,24.1,20.1,13.1,1.9,4.5,9.9,11.4,16
Newcastle United,1.5,13.3,2.052631579,0.0526315789,49.8,75.4,15.8,13.3,17.5,16,12.4,2.2,4.4,7.6,13.5,12
West Ham,1.131578947,15.1,1.552631579,0.0263157895,46.4,74.9,16.3,18.3,20.6,15.3,12.1,3.2,4.6,6.2,9.9,20
Stoke,1.210526316,12.7,1.789473684,0.0526315789,42,63.4,19.8,14.4,18.8,14,11.6,1.9,3.8,4.5,10.6,13
Blackburn,1.210526316,11.9,1.710526316,0.131578947,44,64.2,15.7,16.2,19.7,19.3,13.1,2.3,3.6,5.6,11.3,15
Blackpool,1.552631579,14,1.236842105,0.0526315789,49.9,75.4,13.5,19.4,20.5,11.9,11.6,2.6,4.2,7,10.5,19
West Bromwich Albion,1.473684211,15.7,1.368421053,0.184210526,48.7,77.2,11.2,14,19.1,17.4,11.3,2.7,4.8,8,10.5,11
Birmingham,0.973684211,10.6,1.5,0.0789473684,47.9,70.6,16.9,18.1,17.6,15.1,11.4,2.4,3.2,4,11.8,18
Wolverhampton Wanderers,1.210526316,12.1,1.631578947,0.0526315789,49.6,71.6,14.7,15,17.8,13.7,12.6,2.4,3.7,4.2,11.9,17
Chelsea,2.710526316,21.9,1.421052632,0.131578947,56.9,82.5,11.6,9.8,20.3,18.6,12.4,2.5,7.6,8.6,12.3,1
Tottenham,1.763157895,17.9,1.526315789,0.0263157895,52.2,76.1,18.2,13.7,22.2,21.2,12.2,3.1,5.9,9,13.2,4
Manchester United,2.263157895,18.3,1.289473684,0.105263158,55.6,79.9,13.2,10.9,21.8,15.8,11.7,2.2,5.8,8.7,11.7,2
Arsenal,2.184210526,17.4,1.473684211,0.0263157895,57,80.8,14.4,10.1,21.5,22.1,12.4,2.4,6.1,11.9,14,3
Aston Villa,1.368421053,13.1,1.552631579,0.0526315789,48.5,71.8,18.8,16,23.2,18.2,13.4,2.1,4.2,4.9,11.4,6
Manchester City,1.921052632,13.8,1.289473684,0.0526315789,52.2,76,12.7,13.5,21.1,21.2,11.9,3.2,5.1,7.7,12.8,5
Liverpool,1.578947368,16.9,1.447368421,0.131578947,55.8,78.5,13,10.2,25.2,20.1,12.2,1.6,5,8.1,12.8,7
Everton,1.578947368,15.5,1.5,0.0526315789,51.2,75,16.2,13.3,20.2,21.8,13.4,2.5,5.1,5.8,14.3,8
Birmingham,1,11.9,1.947368421,0.0263157895,47.7,67.2,16.9,17.3,20.7,20.4,11.9,2.6,4.1,6.3,13.2,9
Sunderland,1.263157895,11.7,2.026315789,0.236842105,47.3,65.9,18.9,16.3,23.4,21.8,14.6,2.4,4.2,5.7,11.8,13
West Ham,1.236842105,14.4,1.631578947,0.0789473684,49.4,74.9,15.3,15.9,21.8,19.9,14.2,2.4,5,7.2,13.5,17
Fulham,1.026315789,12.2,1.210526316,0.0263157895,49.9,73.8,15.5,14.6,19.6,19.8,12.3,2.4,3.8,3.9,11.8,12
Bolton,1.105263158,14.7,1.947368421,0.131578947,45.1,63.7,20.1,16.2,24,19.3,14.8,1.5,4.3,5.2,12.3,14
Stoke,0.894736842,10.6,1.657894737,0.131578947,43.4,62.2,19.6,15.3,19.1,19.4,13,2.3,3,3.9,10.3,11
Wigan,0.973684211,14.6,1.710526316,0.0789473684,51.4,74.3,14.9,14.3,23.9,19.6,13.4,1.3,4.6,8.9,12.7,16
Blackburn,1.078947368,12.9,1.5,0.0526315789,45.9,63.8,21.2,13.4,18.7,19.2,14.8,3.3,4.2,4.4,12.1,10
Portsmouth,0.973684211,14,1.789473684,0.131578947,48.4,73.6,13.7,15.4,20.4,17.9,13.5,2.4,4,6,11.8,20
Wolverhampton Wanderers,0.815789474,11.5,1.657894737,0.105263158,47.6,67.3,15,15.5,18.6,14.1,13.8,1.7,3.1,3.6,11,15
Burnley,1.105263158,12.1,1.5,0.0526315789,49.2,68.7,15.2,16.7,18.1,17.4,12.1,1.7,4,6,12.2,18
Hull,1.026315789,10.2,1.684210526,0.157894737,45.4,66.7,16.2,17.3,20,17.7,14.7,2.3,3.2,4.7,13.6,19
Barcelona,2.236842105,15.3,1.789473684,0.0526315789,62.4,89.7,10.6,8.6,13.1,9.5,9.4,2.4,6.4,13.5,13.8,3
Real Madrid,1.763157895,14.4,1.5,0.0526315789,57.7,87.7,11.8,9.4,14,10.5,10.7,2.3,4.6,11.3,12.5,2
Atletico Madrid,1.763157895,12.1,2.631578947,0,51.8,83.1,14.4,9.5,16.4,10.2,12.9,2.5,4.9,9.8,11.7,1
Sevilla,1.394736842,12.1,1.973684211,0.0526315789,58.7,86.2,16.6,9.2,12.9,9.5,12.9,1.8,3.8,10.3,12.8,4
Villarreal,1.578947368,10.7,1.710526316,0.131578947,54.3,84.4,13,10.8,14.2,9.8,11.8,2.3,4.3,11.5,12.2,7
Real Sociedad,1.552631579,11.3,2.131578947,0.0263157895,53.7,80.8,17.9,8.9,14.4,8.3,14.9,2.3,4.1,8.7,12.1,5
Real Betis,1.315789474,11.7,2.289473684,0.210526316,52.9,82,16.4,9.6,14.6,11.9,13.7,1.7,4.2,11,12.7,6
Valencia,1.315789474,10.3,2.026315789,0.131578947,47.9,79.4,16.3,14.4,12.2,10.3,12.1,2.4,3.7,9,13.8,13
Celta Vigo,1.447368421,9.4,2.736842105,0.131578947,52,79.9,16.5,10.9,17.4,10.7,16.6,1.7,3.7,7.3,12.9,8
SD Huesca,0.894736842,10.7,1.789473684,0.0526315789,48.7,79.8,15.7,11.1,14.6,11.5,13.9,2.7,3.6,11.2,13.6,18
Athletic Bilbao,1.210526316,10.6,2.131578947,0.0789473684,49.4,78.5,17.9,9.9,12.2,9.1,12.7,2,3.6,8,12.6,10
Osasuna,0.973684211,9.8,1.947368421,0.131578947,44.6,70.2,26.8,11.3,13.8,10.3,14.1,1.8,3.2,6.4,10.7,11
Eibar,0.763157895,11.9,1.763157895,0.0789473684,49.2,72.6,24.4,9.2,13.5,11.4,13,1.8,3.6,8.4,10.2,20
Deportivo Alaves,0.947368421,9.1,2.289473684,0.210526316,44.6,72.9,22.6,10.5,13.1,11.2,13.5,1.9,2.7,6.7,12.8,16
Levante,1.210526316,10.1,1.842105263,0.0263157895,51.5,80.1,12.2,12.2,13.4,11.4,13.4,1.8,3.4,9.6,10.4,14
Getafe,0.736842105,9.5,3.078947368,0.184210526,44.4,66.5,22.8,8.4,15.2,10.4,16.6,1.9,2.8,6.9,13.7,15
Elche,0.894736842,7.1,2.5,0.0789473684,48.1,81.5,13.2,12.5,14.5,10.2,13.9,1.3,2.4,9.6,12,17
Granada,1.236842105,9.4,2.526315789,0.157894737,43.4,70,18.3,12.6,13.1,10.3,14,2.2,3.3,8.2,12.3,9
Cadiz,0.947368421,8,2.026315789,0.0789473684,38.5,68.8,18.5,11.8,15.1,11.5,11.5,1.5,2.7,8.4,12.7,12
Real Valladolid,0.894736842,9.7,2.447368421,0.105263158,46.2,74.8,17.1,12.4,14.7,11.3,13.4,2,3.1,7.7,13.4,19
Real Madrid,1.842105263,14.8,2,0.105263158,57.1,86.9,14.1,8.9,15.4,10,12.8,2.2,6.2,12.7,12.5,1
Barcelona,2.263157895,13,2.263157895,0.157894737,63.2,88.8,12.5,9.8,14.1,9,10.9,2.2,5.9,13.8,13.9,2
Sevilla,1.421052632,12.9,2.526315789,0.0263157895,55.9,83,20.4,10.2,15.4,9.1,13.7,2.4,4.6,10.9,12.6,4
Atletico Madrid,1.342105263,11.8,2.342105263,0.0789473684,48.9,78.8,22.7,10.9,17.3,10.8,13.5,3.1,3.8,9.1,12.6,3
Villarreal,1.657894737,13,2.052631579,0.0263157895,29.6,82.7,15.1,12.7,14.6,8.9,12.7,1.9,4.6,11.3,11.1,5
Real Sociedad,1.473684211,11.3,2.026315789,0.0526315789,54.6,81.1,22.4,10.4,14.5,8.4,13.2,2.1,3.8,9.3,12.9,6
Athletic Bilbao,1.078947368,10.8,2.368421053,0.0526315789,49,76.4,24.9,10.3,14,9.8,13.7,2.2,3.6,8.9,11.5,11
Granada,1.368421053,10.4,2.815789474,0.0263157895,45.2,71.3,20.4,11.8,15.4,10.1,15.5,1.8,3.3,7.9,13.1,7
Real Betis,1.263157895,12.6,2.763157895,0.236842105,55.7,83.4,15.8,11.8,13.2,7.9,12.4,2.2,4.2,11.7,15.2,15
Celta Vigo,0.973684211,9.7,2.631578947,0.157894737,51.3,80.5,17.7,11.7,15.5,10.4,12.4,1.8,3.8,9.7,13.9,17
Osasuna,1.210526316,12.2,2.736842105,0.157894737,47.8,70.5,23.7,11.2,16.1,11,14.5,2.1,3.9,8.3,10.8,10
Getafe,1.131578947,10.9,3.447368421,0.184210526,45.8,61.9,25,7.4,15.3,9.7,18.6,2.8,3.4,7.2,13,8
Valencia,1.210526316,8.9,1.973684211,0.210526316,49.4,81.7,15,15.1,13.2,9.5,10.9,2.6,3.2,9.1,14.3,9
Levante,1.236842105,11.2,1.868421053,0.131578947,48.8,77.9,14.1,15.2,13.3,8.7,12.3,2.1,3.7,10.2,12.1,12
Eibar,1.026315789,11.3,2.315789474,0.0789473684,46.7,69.2,26.4,10,14.9,11.3,14.2,1.9,3.8,6.8,10.8,14
Real Valladolid,0.842105263,9.9,2.210526316,0,15.4,74.4,17.1,12.4,14.9,10.3,12.7,2.1,3.2,8.9,13.9,13
Leganes,0.789473684,11.4,3.289473684,0.105263158,45,72.2,21.3,9.2,15.8,11,15.6,2,3.9,9,13.2,18
Mallorca,1.052631579,11.1,2.236842105,0.131578947,46.3,77.6,17.5,13.1,14.3,9.9,13.4,1.5,3.4,10.3,13.8,19
Deportivo Alaves,0.894736842,8.2,2.763157895,0.184210526,43.2,70.2,24.5,12.4,15.2,10.3,16.3,1.6,2.8,6.6,11.4,16
Espanyol,0.710526316,10.8,2.5,0.236842105,47.5,74.6,21,11.7,16.5,9.5,15.3,1.7,3.3,7.4,12.3,20
Barcelona,2.368421053,14.7,1.973684211,0.0526315789,61.4,88.3,12.1,10.8,14.1,10.3,10.8,2.7,6.7,11.7,14.5,1
Atletico Madrid,1.447368421,11.7,2.552631579,0.131578947,49.3,80.6,18.2,11.4,20.6,12.2,12.5,2.1,4.2,9.6,11.9,2
Real Madrid,1.657894737,15.6,1.973684211,0.157894737,57.8,87.5,13.1,10.2,16.5,9.8,11.7,2.9,5.7,12.1,14.3,3
Valencia,1.342105263,12.6,2.289473684,0.0789473684,47.8,79.6,16.3,12.7,15.7,11,12.2,2,4.4,9,13.5,4
Sevilla,1.631578947,13.9,2.921052632,0.157894737,51.4,79.6,17.9,12.1,15.7,9.6,14.1,2.9,4.7,9.4,12.2,6
Villarreal,1.289473684,13,2.947368421,0.0789473684,48.5,79.9,16.9,14.6,17.6,10.3,13.6,2.5,4.6,9.2,10.8,14
Real Sociedad,1.184210526,11.3,2.052631579,0.105263158,51.7,80.2,19,11.7,15.2,11.2,12.9,2.4,3.8,10.8,14.3,9
Eibar,1.210526316,14,2.078947368,0.0526315789,52,72.7,27.1,8.8,16.8,9.7,13.7,2.4,4.1,9.1,10.3,12
Real Betis,1.157894737,11.7,2.368421053,0.0263157895,59.4,86.7,12.7,11.2,16.2,9.5,11.4,2.1,4.4,11.8,14.4,10
Celta Vigo,1.394736842,11.9,1.947368421,0.157894737,51.5,81.8,18,12.6,16.7,10.1,12.1,2.4,4.2,10,12.7,17
Espanyol,1.263157895,12.5,2.289473684,0.0526315789,49.6,80,16.3,13.6,17.2,10.7,14,2.2,4.2,8.4,13.4,7
Getafe,1.263157895,10.6,2.736842105,0.184210526,43,63.7,22.8,10,15.9,11.9,16.9,2.7,3.4,7.9,13.2,5
Athletic Bilbao,1.078947368,10.2,3.078947368,0.131578947,49.7,76.9,25.3,10.4,16.9,11.9,15.3,1.9,3.7,7.6,12.9,8
Leganes,0.973684211,11,2.684210526,0.105263158,44.5,73.2,25.1,10.8,16,11.4,14.3,2,3.5,6.7,10.5,13
Deportivo Alaves,1.026315789,11.3,2.657894737,0.0263157895,44.6,70.8,23.6,13.2,16.9,10.3,14.5,1.5,3.2,7.2,13.1,11
Levante,1.552631579,11.6,2.657894737,0.184210526,46.6,75.3,13.1,18.2,15.1,11.1,13.2,2.2,4.2,10.6,12.8,15
Girona,0.973684211,10.5,2.078947368,0.105263158,48.5,78.6,20.4,13.8,16.1,11.4,14.1,1.6,3.8,8.3,13.9,18
SD Huesca,1.131578947,12.4,2.947368421,0.0789473684,45.8,73.7,20.3,12.3,18.7,11.5,15.2,2.5,3.9,8.3,11.6,19
Rayo Vallecano,1.078947368,12.1,2.552631579,0.210526316,49.5,78.9,14.6,11.8,17.1,11.4,14.9,1.9,4,14.1,12,20
Real Valladolid,0.842105263,10.9,2.447368421,0,47.5,76.4,16.3,12.9,18.8,10.2,13.7,2.5,3.5,7.7,13.7,16
Barcelona,2.605263158,15.3,1.789473684,0.0526315789,60,87.3,9.3,11.7,16.6,11.2,10.1,3.5,7.2,16.3,13.7,1
Real Madrid,2.473684211,18.4,1.657894737,0.105263158,57.8,88.3,11.1,10.4,18.1,11.1,11.4,3.1,7.4,13.2,13.6,3
Atletico Madrid,1.526315789,10.7,2.368421053,0.131578947,48.1,80,15.2,11.7,24.1,13.5,14.2,2.8,4.2,11.2,12.7,2
Valencia,1.710526316,12.7,2.605263158,0.131578947,49.3,81.2,14.8,12.8,19.6,12.1,13.6,2.2,4.9,11.2,14.4,4
Villarreal,1.5,12.5,2.868421053,0.157894737,50.2,81.6,15.2,13.7,18.7,11.2,15.7,2.9,4.4,8.6,12.1,5
Real Sociedad,1.736842105,13.7,1.5,0.131578947,55.1,83.9,13.7,10.2,14.4,11.7,11,2.4,4.4,9.5,14.2,12
Athletic Bilbao,1.078947368,11.3,2.473684211,0,49.4,77.2,19.8,12.3,19.4,12.3,13.9,2.7,4,9.2,12.8,16
Sevilla,1.289473684,13.6,2.5,0.0789473684,53.1,81.9,15.9,12.4,20.2,10.8,14.8,3.6,4.9,10.3,12.9,7
Real Betis,1.578947368,11,2.368421053,0.0789473684,55.9,84.7,12.2,12,16.7,11.3,12.2,1.6,4.3,11.6,12.8,6
Celta Vigo,1.552631579,11.8,2.289473684,0.0263157895,54.4,82.3,15,11.9,15.5,13.1,11.3,2.4,4.3,9.9,14.2,13
Girona,1.315789474,12,2.763157895,0,47.5,76.2,17.7,11.3,16.1,12.9,16.2,2.1,4.1,9.5,13.1,10
Espanyol,0.947368421,10.9,2.289473684,0.0263157895,47.4,76.1,16.6,12.8,18.8,13.6,13.7,2,3.6,8.5,13.9,11
Eibar,1.157894737,12.4,2.157894737,0.0789473684,51.2,73.6,20.6,8.5,16.9,14.6,12.9,2.2,3.6,9.3,11.4,9
Deportivo Alaves,1.052631579,10.3,2.684210526,0.105263158,42.7,72,17,14,18.5,13.1,15.9,2.8,3.6,8.7,13.7,14
Getafe,1.105263158,9.8,3.315789474,0.131578947,42.3,65.9,15,10.2,18.8,12.8,17.7,2.8,3.5,7.8,13,8
Leganes,0.894736842,10.4,2.605263158,0.131578947,44.6,71.7,18.1,11.2,19,15.3,15.6,2.6,3.4,8.9,13.2,17
Levante,1.157894737,10.8,2.789473684,0.157894737,44.5,74.9,13.2,14.2,16.2,12.6,14.6,1.8,3.3,9.8,11.7,15
Deportivo La Coruna,1,12.3,2.578947368,0.0526315789,47.4,77.8,15.3,13.8,19.2,12.7,13.3,2.5,3.7,9.9,11.5,18
Las Palmas,0.631578947,10.9,2.289473684,0.0789473684,53.8,81.9,13.3,13.9,17.2,13.4,12.7,2.1,3.3,11.8,17.5,19
Malaga,0.631578947,10.6,2.421052632,0.210526316,45.3,75.1,16.2,12.1,19.6,13.1,16.1,2.3,3,8.1,11.6,20
Barcelona,3.052631579,17.1,1.921052632,0.0263157895,62.1,86.7,9.1,9.4,16.9,11.2,11.1,3.1,7.1,14.8,15.1,2
Real Madrid,2.789473684,17.4,1.973684211,0.0526315789,54.8,86.5,12.8,10.6,20.4,13.4,11.1,3.6,7,11.7,14.1,1
Atletico Madrid,1.842105263,13.3,2.105263158,0.0789473684,49,78.9,16.1,11.2,22.3,16.3,13.1,3.1,5.2,10.7,12.4,3
Sevilla,1.815789474,12.8,2.736842105,0.105263158,56.4,82.3,13.5,11.6,19.1,13.2,15.3,3.3,5.2,9.6,13.7,4
Villarreal,1.473684211,11.3,2.342105263,0.105263158,49.6,80.5,12.4,12.9,18.8,14.3,13.4,2.1,4.4,7.1,12.8,5
Athletic Bilbao,1.394736842,12.8,2.315789474,0.0526315789,50.4,75.9,20.5,10,21,14.9,13.6,1.9,4.9,9.1,13.8,7
Valencia,1.473684211,11.8,2.842105263,0.157894737,49.2,79.7,12.9,13.2,22.8,15.9,14.6,2.3,4.5,9.7,14.8,12
Deportivo Alaves,1.078947368,10.4,3.052631579,0.131578947,46.2,76.4,18,13.3,20.1,14.9,14.2,2.4,3.5,8.7,12.6,9
Real Sociedad,1.552631579,13,2.078947368,0.157894737,54.8,81,14.6,10.2,16.5,15.8,14,2.2,4.4,8.2,15.3,6
Eibar,1.473684211,11.9,2.447368421,0.184210526,48.1,71.5,18.8,10.7,19.2,17.2,13.6,2.3,4.7,6.8,9.8,10
Espanyol,1.289473684,9,2.105263158,0.0526315789,45.7,75.7,14.4,11.9,21.6,15.7,14.9,1.6,3.4,8.4,12.6,8
Malaga,1.289473684,12.9,2.842105263,0.184210526,48.7,76,17.3,10.9,19.8,17.3,14.4,2.2,4.4,7.4,13.7,11
Deportivo La Coruna,1.131578947,12.1,2.447368421,0.105263158,47.8,77.7,15.8,12.6,19.7,14.5,14.1,1.8,3.8,7.9,13.5,16
Real Betis,1.078947368,11.6,2.684210526,0.131578947,48.7,76.3,14.5,12.3,20.4,15.5,15.1,2.2,4,8.8,14.9,15
Celta Vigo,1.394736842,10.6,2.552631579,0.210526316,52.2,79,14.3,13.3,20.8,15.8,13.5,2.6,3.9,8.4,13.4,13
Las Palmas,1.394736842,11.6,2.605263158,0.157894737,56.9,84.8,10,12.4,16.2,13.2,12.3,2.3,4.8,10.8,16.5,14
Leganes,0.947368421,10.7,2.763157895,0.0789473684,45.9,71.3,18.9,10.6,20.4,17.1,16.9,2.3,3.5,6.5,12.3,17
Sporting Gijon,1.105263158,9.9,3,0.105263158,45.6,72.6,15.2,14.9,20.4,14.4,14.9,2,3.6,7.3,12.9,18
Osasuna,1.052631579,10.3,2.578947368,0.0789473684,41.8,69.2,17.1,13.4,19.5,17.2,15,2,3.8,8.5,10.7,19
Granada,0.789473684,10.1,2.868421053,0.157894737,46.1,76.6,12.9,15.3,18,15.7,14.5,1.6,3.3,10.8,11.5,20
Real Madrid,2.894736842,18.7,1.789473684,0.131578947,56,86.7,11.3,11.3,18.7,16.9,11.1,3.1,7.6,11.9,12.9,2
Barcelona,2.921052632,15.9,1.736842105,0.0263157895,62.9,86.8,9.9,9.6,17.6,14.9,10.1,3.2,7,12.6,14.7,1
Atletico Madrid,1.657894737,12.5,2.315789474,0.0789473684,48.7,77.9,16.5,9.7,24.6,20.2,13.3,2.2,4.4,11,11.5,3
Athletic Bilbao,1.552631579,12,2.184210526,0.157894737,49.3,74.4,21.2,10,21.2,20.5,13.2,2.4,4.3,6.1,12.5,5
Real Sociedad,1.184210526,12,2.736842105,0.131578947,51.6,77,17.8,11,19.3,22.8,12.3,2.3,4.1,7.7,15.2,9
Valencia,1.184210526,10.5,2.710526316,0.184210526,50.2,78.8,15.7,13.6,21.9,20.5,14.9,2.4,3.6,9.4,15.6,12
Villarreal,1.131578947,9,2.526315789,0.105263158,47.1,76.2,13.2,11.9,18.2,20.5,14.1,2.8,3.5,7,11.6,4
Celta Vigo,1.394736842,11.7,2.868421053,0.184210526,55,79.5,15.2,12.2,21.2,21.8,14,2.7,4.1,8.7,13.9,6
Malaga,1.052631579,11.9,2.736842105,0.131578947,48.6,73.2,17.1,10.7,19.4,19.7,14.6,2.2,4.4,6.5,12.3,8
Las Palmas,1.157894737,11,2.5,0.105263158,53.9,81.3,14.1,12.6,17.9,20.4,12.3,2.1,4.3,8.8,14.8,11
Sevilla,1.342105263,12.1,2.5,0.210526316,49.6,77.3,16.3,14.2,17.2,17.4,14.7,2.8,4.7,8,13.1,7
Real Betis,0.894736842,10.4,2.763157895,0.131578947,47.7,74.6,15.2,13.6,20.2,20.1,12.9,2.1,3.3,9.9,14.6,10
Deportivo La Coruna,1.105263158,12,2.105263158,0.105263158,47.7,75,15.1,10.8,20.2,21,10.6,2.2,4.1,6.4,11.4,15
Eibar,1.263157895,11,2.710526316,0.105263158,46.1,68.6,18.8,10.2,21.1,21.1,15.7,2.3,4,6.4,10.7,14
Rayo Vallecano,1.368421053,13.2,2.842105263,0.263157895,53.8,77.1,17.1,12.4,18.7,18.5,14.4,3.3,4.7,7,12.4,18
Sporting Gijon,1.052631579,9.8,2.578947368,0.157894737,44.5,72.1,13.9,14.2,20.4,19.6,13.8,2.1,3.2,8.3,11.7,17
Granada,1.210526316,11.3,3.526315789,0.184210526,46.3,73.2,14.6,11.5,19.9,18.9,15.4,2.4,3.4,8.6,13.3,16
Espanyol,1.078947368,10.3,3.210526316,0.131578947,47.2,74.9,15.7,12.9,20.9,18.6,17.2,2.6,3.9,8.7,12.9,13
Getafe,0.947368421,11.5,3.263157895,0.157894737,47,75.2,12.1,12.5,18.6,18.7,14,1.9,3.9,9.4,11.6,19
Levante,0.973684211,11.4,3.289473684,0.184210526,47,73.3,18.7,13.3,15.8,18.2,14.4,1.9,3.7,8.4,12.6,20
Barcelona,2.894736842,16.4,1.763157895,0.0789473684,65.3,88.2,10.3,8,21.1,13.1,9.8,3.2,7.2,13.9,14.7,1
Real Madrid,3.105263158,18.1,2.236842105,0.0789473684,56.2,86.3,13.2,11.9,17.9,12.7,10.7,3.1,7.4,12.6,14.3,2
Atletico Madrid,1.763157895,11.5,2.894736842,0.131578947,49.4,76.3,23.3,8.6,23.3,15.9,14.3,2.6,4.9,7.1,14.2,3
Valencia,1.815789474,11.6,2.710526316,0.236842105,50.8,77.8,18.8,10.8,22.7,18,14.9,1.8,4.2,8.2,16.1,4
Sevilla,1.868421053,12.2,3.052631579,0.0526315789,49.9,76.2,17,12.7,19.7,16.2,16,3.1,4.9,8.4,13.6,5
Villarreal,1.263157895,13.3,2.473684211,0.0526315789,48.9,75.2,16.7,12.2,18.9,19,13.8,2.3,4.7,7.3,11.7,6
Celta Vigo,1.236842105,13.1,3.078947368,0.131578947,55.2,79.6,18.9,11.1,22.1,17.7,15.4,2.9,4.3,9.9,13,8
Athletic Bilbao,1.105263158,11.7,2.526315789,0.105263158,50.8,73.2,22.7,10.1,20.9,19.8,14,2.4,3.8,7.1,13.4,7
Real Sociedad,1.157894737,11.3,2.315789474,0.0263157895,50.3,75,21.2,13.4,20.4,15.9,13.5,2.7,3.5,7,14.7,12
Espanyol,1.236842105,9.7,2.921052632,0.157894737,46.1,72.2,17.6,11.9,19.8,16.8,15.6,1.8,3.6,7,14.1,10
